X,Y,id,id_punto,est,nord,quota orot,info,note,materiale,diametro,material_1,h pozzetto,dimensione,foto-1,foto-2,foto-3,icon_url
14.216422735532,41.558128747653,"2254","386",434658.737,4601014.07,386.531,LUCE,,,,,,,,,,./1.png
14.2152331355221,41.5576089412155,"2255","393",434559.013,4600957.261,379.232,IDRICO,,,,,,,,,,./2.png
14.2152766555491,41.5575998977059,"2256","392",434562.633,4600956.224,379.446,LUCE,,,,,,,,,,./1.png
14.2155288360092,41.5573309052581,"2257","391",434583.391,4600926.169,379.565,FOGNA,,,,,,,,,,./0.png
14.2154974547392,41.5573833476036,"2258","390",434580.827,4600932.015,379.725,LUCE,,,,,,,,,,./1.png
14.2130495525066,41.5611599274887,"2259","429",434380.517,4601353.154,380.776,LUCE,,,,,,,,,,./1.png
14.2131966257816,41.561041560843,"2260","428",434392.661,4601339.901,381.432,IDRICO,,,,,,,,,,./2.png
14.2132624420072,41.5609574150593,"2261","427",434398.064,4601330.509,381.421,LUCE,,,,,,,,,,./1.png
14.2133665075091,41.560879745928,"2262","426",434406.663,4601321.807,381.844,IDRICO,,,,,,,,,,./2.png
14.2127910629384,41.5614012188089,"2263","433",434359.207,4601380.139,380.591,IDRICO,,,,,,,,,,./2.png
14.2128530418265,41.5613358991777,"2264","432",434364.309,4601372.84,380.941,LUCE,,,,,,,,,,./1.png
14.2129421266059,41.5612723233133,"2265","431",434371.673,4601365.714,381.043,IDRICO,,,,,,,,,,./2.png
14.2129607026479,41.5612575344536,"2266","430",434373.207,4601364.058,381.074,FOGNA,,,,,,,,,,./0.png
14.2123357201068,41.561969736778,"2267","437",434321.814,4601443.603,380.055,IDRICO,,,,,,,,,,./2.png
14.2123344039124,41.5619546766414,"2268","436",434321.689,4601441.932,379.946,IDRICO,,,,,,,,,,./2.png
14.212362379185,41.5618098064651,"2269","435",434323.875,4601425.827,379.088,IDRICO,,,,,,,,,,./2.png
14.2144356726722,41.5592717571969,"2270","404",434494.192,4601142.474,381.943,LUCE,,,,,,,,,,./1.png
14.2144328232718,41.5596664627803,"2271","403",434494.353,4601186.297,383.237,LUCE,,,,,,,,,,./1.png
14.2143843221027,41.559424241505,"2272","402",434490.064,4601159.442,382.501,FOGNA,,,,,,,,,,./0.png
14.2234745662314,41.5511334902413,"2273","409",435239.8,4600232.135,408.39,IDRICO,,,,,,,,,,./2.png
14.2186777488363,41.5546813765697,"2274","408",434843.318,4600629.634,388.091,LUCE,,,,,,,,,,./1.png
14.216298177233,41.5564242202759,"2275","407",434646.633,4600824.925,382.104,IDRICO,,,,,,,,,,./2.png
14.2148275086457,41.5585155810494,"2276","406",434526.103,4601058.225,378.804,LUCE,,,,,,,,,,./1.png
14.2159879262885,41.559361381508,"2277","381",434623.721,4601151.248,386.745,FOGNA,,,,,,,,,,./0.png
14.215727117537,41.5594101606088,"2278","380",434602.022,4601156.861,385.645,FOGNA,,,,,,,,,,./0.png
14.2154868644899,41.5594766705435,"2279","379",434582.055,4601164.427,384.749,FOGNA,,,,,,,,,,./0.png
14.2152584429133,41.5595375951587,"2280","378",434563.069,4601171.364,384.131,IDRICO,,,,,,,,,,./2.png
14.2167162284086,41.5585626544823,"2281","385",434683.648,4601062.021,389.352,LUCE,,,,,,,,,,./1.png
14.2166019638916,41.5585282429238,"2282","384",434674.085,4601058.287,388.891,FOGNA,,,,,,,,,,./0.png
14.2157555616719,41.5571209433593,"2283","389",434602.086,4600902.687,380.201,LUCE,,,,,,,,,,./1.png
14.2159976970031,41.5573791754453,"2284","388",434622.538,4600931.173,381.959,LUCE,,,,,,,,,,./1.png
14.2161359823103,41.5576852212047,"2285","387",434634.378,4600965.046,383.776,LUCE,,,,,,,,,,./1.png
14.217554891843,41.5587715593493,"2286","356",434753.793,4601084.58,394.817,FOGNA,,,,,,,,,,./0.png
14.2174283009521,41.558834370155,"2287","355",434743.3,4601091.649,393.957,LUCE,,,,,,,,,,./1.png
14.2172832170346,41.5588575040587,"2288","354",434731.225,4601094.327,393.656,FOGNA,,,,,,,,,,./0.png
14.216494535261,41.5591997136792,"2289","361",434665.803,4601132.916,389.347,IDRICO,,,,,,,,,,./2.png
14.2217406116667,41.5425569616667,"2479","1042",435086.613102066,4599281.25896979,582.538,LUCE,,,,,,,,,,./1.png
14.2218802783333,41.5428138266667,"2480","1041",435098.519423101,4599309.67150457,579.196,LUCE,,,,,,,,,,./1.png
14.2219501516667,41.5430512633333,"2481","1040",435104.584877575,4599335.97952772,575.327,LUCE,,,,,,,,,,./1.png
14.2217374966667,41.543156845,"2482","1039",435086.953260025,4599347.86110407,570.795,LUCE,,,,,,,,,,./1.png
14.2213669533333,41.5431363833333,"2483","1038",435056.026403625,4599345.86791832,566.29,LUCE,,,,,,,,,,./1.png
14.220058715,41.5440909766667,"2484","1037",434947.86527563,4599452.83238617,540.545,FOGNA,,,,,,,,,,./0.png
14.2200254283333,41.5440654,"2485","1036",434945.063294328,4599450.01789843,541.876,IDRICO,,,,,,,,,,./2.png
14.2202401766667,41.5440636033333,"2486","1035",434962.973032706,4599449.65673405,542.825,LUCE,,,,,,,,,,./1.png
14.220620545,41.54403609,"2487","1034",434994.670900652,4599446.31587731,544.445,LUCE,,,,,,,,,,./1.png
14.220712635,41.5439985683333,"2488","1033",435002.31428735,4599442.08088197,544.869,FOGNA,,,,,,,,,,./0.png
14.2207244333333,41.5439923816667,"2489","1032",435003.292157456,4599441.38515343,544.878,IDRICO,,,,,,,,,,./2.png
14.2209616833333,41.5440106516667,"2490","1031",435023.098808721,4599443.23503582,546.157,LUCE,,,,,,,,,,./1.png
14.2212967316667,41.54398219,"2491","1030",435051.015763304,4599439.82323113,547.083,LUCE,,,,,,,,,,./1.png
14.2213845,41.5437467816667,"2492","1029",435058.10071919,4599413.62191708,550.366,IDRICO,,,,,,,,,,./2.png
14.2214109716667,41.5438449066667,"2493","1028",435060.406838642,4599424.49597881,549.861,FOGNA,,,,,,,,,,./0.png
14.2229851053293,41.5439448256837,"2531","741",435191.801,4599434.407,555.629,IDRICO,,,,,,,,,,./2.png
14.2224617644862,41.5422189240995,"2533","767",435146.426,4599243.188,568.283,IDRICO,,,,,,,,,,./2.png
14.222427553532,41.5421593978011,"2534","766",435143.513,4599236.605,568.471,FOGNA,,,,,,,,,,./0.png
14.2224712072317,41.5425135442193,"2536","763",435147.508,4599275.89,566.643,FOGNA,,,,,,,,,,./0.png
14.222470385983,41.5423939489304,"2537","762",435147.32,4599262.613,567.337,IDRICO,,,,,,,,,,./2.png
